Staff_ID,Hotel_ID,Department,Role,Shift,Monthly_Salary
241607,160269,Housekeeping,Supervisor,Night,159037.85
241608,161123,Food & Beverage,Technician,Night,26463.71
241609,160756,Sales,Technician,Evening,86160.61
241610,160076,Food & Beverage,Associate,Night,147214.6
241611,161073,Housekeeping,Associate,Morning,179058.02
241612,161562,Food & Beverage,Executive,Morning,99948.41
241613,160383,Front Office,Technician,Night,168516.76
241614,161655,Maintenance,Technician,Night,94254.16
241615,161348,Maintenance,Technician,Night,30766.44
241616,160865,Front Office,Chef,Evening,27368.83
241617,160094,Sales,Supervisor,Night,35257.65
241618,160755,Front Office,Technician,Evening,131550.23
241619,160968,Food & Beverage,Executive,Night,157801.21
241620,160811,Front Office,Manager,Evening,141349.49
241621,160484,Housekeeping,Executive,Evening,78403.63
241622,160096,Housekeeping,Technician,Night,171940.7
241623,160259,Housekeeping,Supervisor,Morning,101432.39
241624,160917,Food & Beverage,Technician,Morning,148377.88
241625,160514,Maintenance,Chef,Morning,131910.31
241626,160416,Housekeeping,Executive,Night,76336.73
241627,160545,Housekeeping,Associate,Evening,67496.73
241628,160916,Housekeeping,Supervisor,Morning,156784.85
241629,160456,Housekeeping,Manager,Evening,60801.57
241630,161083,Sales,Manager,Morning,167183.73
241631,160292,Front Office,Supervisor,Night,57004.03
241632,161979,Maintenance,Manager,Evening,111468.08
241633,161581,Front Office,Supervisor,Night,163361.73
241634,161244,Housekeeping,Manager,Night,80651.42
241635,161282,Housekeeping,Executive,Night,160487.5
241636,161241,Front Office,Manager,Evening,25298.97
241637,160174,Food & Beverage,Technician,Night,107580.4
241638,160343,Food & Beverage,Supervisor,Morning,172697.69
241639,160354,Food & Beverage,Manager,Evening,78940.87
241640,161163,Sales,Executive,Night,42684.83
241641,160470,Maintenance,Supervisor,Evening,46175.86
241642,161778,Food & Beverage,Manager,Evening,34273.33
241643,160297,Housekeeping,Associate,Morning,23170.13
241644,161755,Food & Beverage,Technician,Evening,111151.57
241645,161617,Front Office,Supervisor,Evening,46311.05
241646,161677,Maintenance,Supervisor,Night,56360.23
241647,161177,Front Office,Chef,Morning,21666.69
241648,160017,Food & Beverage,Manager,Morning,51703.37
241649,161900,Front Office,Chef,Night,26552.86
241650,160013,Food & Beverage,Supervisor,Morning,156743.03
241651,160264,Sales,Manager,Evening,81839.22
241652,161242,Maintenance,Associate,Evening,138962.13
241653,160816,Food & Beverage,Manager,Night,148099.96
241654,160851,Housekeeping,Manager,Evening,39694.46
241655,161148,Sales,Executive,Night,109034.32
241656,160878,Housekeeping,Chef,Night,61233.84
241657,161415,Housekeeping,Executive,Morning,152171.34
241658,161100,Housekeeping,Manager,Evening,75256.86
241659,160455,Food & Beverage,Associate,Evening,166362.0
241660,160436,Sales,Executive,Evening,129958.27
241661,161227,Front Office,Executive,Evening,93660.63
241662,161209,Sales,Executive,Evening,31837.04
241663,160437,Sales,Manager,Night,143584.72
241664,161842,Maintenance,Technician,Night,33272.03
241665,161805,Maintenance,Executive,Night,65977.05
241666,161576,Housekeeping,Associate,Night,114904.73
241667,160030,Front Office,Chef,Evening,150289.5
241668,160607,Maintenance,Executive,Morning,171593.63
241669,160723,Housekeeping,Chef,Night,111499.54
241670,160762,Maintenance,Associate,Evening,97365.57
241671,160902,Housekeeping,Associate,Evening,59983.25
241672,160258,Front Office,Technician,Night,143128.94
241673,160313,Front Office,Manager,Evening,117396.62
241674,161792,Housekeeping,Technician,Night,97636.28
241675,161749,Food & Beverage,Associate,Evening,129013.56
241676,161327,Maintenance,Executive,Morning,56416.42
241677,161875,Maintenance,Technician,Morning,90593.2
241678,161868,Maintenance,Supervisor,Evening,121551.23
241679,161192,Food & Beverage,Technician,Night,48673.18
241680,160996,Sales,Supervisor,Evening,97224.46
241681,161749,Housekeeping,Supervisor,Morning,32046.76
241682,161889,Food & Beverage,Chef,Night,165791.89
241683,161503,Sales,Technician,Morning,130768.31
241684,160657,Housekeeping,Associate,Morning,27103.14
241685,161321,Front Office,Technician,Evening,71925.44
241686,161382,Housekeeping,Associate,Evening,90421.49
241687,161962,Front Office,Chef,Morning,69649.26
241688,160432,Housekeeping,Chef,Evening,77716.78
241689,161168,Housekeeping,Manager,Night,131315.52
241690,161940,Sales,Associate,Morning,30385.2
241691,160786,Housekeeping,Executive,Evening,168860.2
241692,161336,Food & Beverage,Executive,Night,165324.27
241693,160061,Front Office,Manager,Morning,90586.12
241694,161680,Food & Beverage,Manager,Evening,26886.44
241695,160578,Housekeeping,Executive,Night,75292.06
241696,160388,Sales,Associate,Morning,40301.04
241697,160496,Food & Beverage,Associate,Night,75601.04
241698,161414,Maintenance,Supervisor,Night,112287.41
241699,161688,Front Office,Technician,Night,154976.66
241700,160023,Front Office,Supervisor,Morning,161167.49
241701,160566,Maintenance,Associate,Night,24061.9
241702,160467,Food & Beverage,Associate,Night,91784.29
241703,160666,Sales,Associate,Evening,89885.54
241704,160077,Housekeeping,Technician,Morning,52431.51
241705,160389,Front Office,Supervisor,Evening,47929.16
241706,160965,Sales,Technician,Evening,93476.48
241707,160201,Food & Beverage,Chef,Evening,154976.94
241708,160795,Front Office,Manager,Night,31233.68
241709,160910,Sales,Manager,Night,105232.04
241710,161752,Front Office,Manager,Morning,79780.97
241711,160758,Food & Beverage,Associate,Evening,75604.31
241712,161869,Housekeeping,Supervisor,Morning,143529.84
241713,160688,Maintenance,Executive,Night,139382.77
241714,161760,Housekeeping,Supervisor,Night,173621.61
241715,160071,Maintenance,Chef,Evening,176910.16
241716,161875,Food & Beverage,Associate,Morning,94033.28
241717,160001,Food & Beverage,Technician,Morning,161750.35
241718,161492,Sales,Supervisor,Night,162895.09
241719,160595,Food & Beverage,Supervisor,Evening,178420.92
241720,160569,Front Office,Supervisor,Evening,130668.09
241721,160359,Food & Beverage,Manager,Night,175921.76
241722,160253,Front Office,Technician,Evening,146975.36
241723,161365,Housekeeping,Executive,Morning,156989.0
241724,161732,Sales,Technician,Morning,58415.46
241725,161074,Housekeeping,Executive,Night,72228.09
241726,161161,Housekeeping,Manager,Morning,162865.82
241727,161172,Maintenance,Technician,Evening,60471.96
241728,160905,Sales,Supervisor,Evening,146990.15
241729,160653,Sales,Executive,Morning,35661.81
241730,161257,Front Office,Supervisor,Evening,48828.28
241731,161084,Housekeeping,Executive,Morning,117918.25
241732,160158,Sales,Executive,Morning,144712.65
241733,161953,Front Office,Technician,Night,83031.63
241734,161947,Sales,Technician,Night,173420.43
241735,160086,Front Office,Supervisor,Evening,74312.06
241736,160217,Food & Beverage,Technician,Night,72882.99
241737,161876,Housekeeping,Manager,Morning,91928.8
241738,160639,Front Office,Supervisor,Morning,23907.98
241739,160551,Front Office,Manager,Night,82226.08
241740,160752,Front Office,Associate,Night,86920.59
241741,160568,Housekeeping,Executive,Morning,141736.98
241742,161832,Housekeeping,Technician,Night,40944.76
241743,161112,Sales,Technician,Evening,20032.05
241744,160673,Sales,Associate,Night,140167.78
241745,161226,Maintenance,Chef,Morning,177690.71
241746,160023,Housekeeping,Chef,Night,84013.29
241747,160887,Maintenance,Technician,Morning,48623.44
241748,161210,Housekeeping,Associate,Night,22125.56
241749,161925,Housekeeping,Chef,Evening,55775.75
241750,161246,Maintenance,Executive,Night,100742.88
241751,161778,Front Office,Supervisor,Morning,44564.56
241752,161536,Front Office,Associate,Evening,32006.01
241753,160326,Housekeeping,Executive,Night,59464.36
241754,160290,Food & Beverage,Manager,Night,147007.08
241755,161424,Housekeeping,Associate,Evening,31442.19
241756,160096,Food & Beverage,Associate,Morning,97525.48
241757,161298,Maintenance,Chef,Evening,173230.1
241758,160663,Sales,Chef,Morning,55823.5
241759,161240,Maintenance,Manager,Evening,171960.86
241760,161566,Food & Beverage,Technician,Morning,73253.65
241761,161760,Maintenance,Technician,Evening,104058.97
241762,161852,Housekeeping,Manager,Morning,21221.27
241763,161903,Front Office,Associate,Night,128460.57
241764,160500,Housekeeping,Associate,Morning,20169.71
241765,161964,Maintenance,Manager,Morning,22347.41
241766,161076,Sales,Supervisor,Morning,149002.58
241767,161053,Front Office,Supervisor,Evening,131881.0
241768,160102,Maintenance,Supervisor,Morning,179671.3
241769,161127,Housekeeping,Manager,Evening,112300.41
241770,161661,Front Office,Supervisor,Morning,173680.86
241771,161340,Sales,Executive,Evening,84115.84
241772,161061,Maintenance,Technician,Morning,65992.96
241773,161317,Housekeeping,Manager,Night,51529.29
241774,161308,Maintenance,Executive,Evening,68357.57
241775,160004,Front Office,Associate,Evening,170613.68
241776,160900,Front Office,Supervisor,Night,110538.65
241777,161000,Front Office,Supervisor,Evening,63606.53
241778,160989,Food & Beverage,Manager,Night,117927.03
241779,161610,Sales,Chef,Night,104559.34
241780,160217,Housekeeping,Supervisor,Morning,108703.52
241781,160180,Front Office,Executive,Night,161690.14
241782,160400,Front Office,Executive,Night,121736.32
241783,160650,Maintenance,Chef,Evening,68417.53
241784,161925,Front Office,Supervisor,Night,97331.75
241785,161967,Housekeeping,Associate,Morning,166206.47
241786,161130,Food & Beverage,Associate,Morning,88179.45
241787,160454,Housekeeping,Manager,Evening,144956.34
241788,160891,Housekeeping,Associate,Night,86110.0
241789,161322,Food & Beverage,Supervisor,Night,86082.55
241790,160637,Food & Beverage,Manager,Morning,169300.43
241791,160790,Maintenance,Manager,Evening,36711.92
241792,161597,Housekeeping,Supervisor,Evening,155944.55
241793,161689,Front Office,Associate,Evening,20276.36
241794,160405,Maintenance,Technician,Evening,35257.17
241795,160353,Housekeeping,Associate,Morning,136709.53
241796,160051,Sales,Technician,Night,33461.36
241797,160572,Sales,Manager,Evening,77639.15
241798,160111,Maintenance,Technician,Morning,154675.45
241799,160298,Food & Beverage,Manager,Morning,150095.17
241800,160349,Front Office,Manager,Evening,79225.06
241801,161346,Front Office,Manager,Evening,151447.42
241802,160606,Food & Beverage,Executive,Evening,57043.39
241803,160138,Maintenance,Supervisor,Night,119872.98
241804,161913,Sales,Associate,Morning,39371.33
241805,161433,Front Office,Technician,Morning,115593.71
241806,161187,Front Office,Technician,Morning,74646.47
241807,161532,Food & Beverage,Chef,Night,102176.27
241808,161476,Housekeeping,Manager,Evening,107150.27
241809,161570,Maintenance,Chef,Evening,129692.24
241810,160046,Housekeeping,Supervisor,Morning,44992.16
241811,161058,Housekeeping,Executive,Night,156446.67
241812,161707,Food & Beverage,Supervisor,Evening,80773.8
241813,161598,Sales,Manager,Evening,162957.67
241814,161762,Housekeeping,Supervisor,Morning,127943.02
241815,160377,Housekeeping,Associate,Morning,153240.35
241816,160866,Maintenance,Executive,Morning,151387.8
241817,161306,Maintenance,Supervisor,Morning,25112.84
241818,160123,Maintenance,Associate,Morning,39760.91
241819,160604,Housekeeping,Manager,Morning,122309.35
241820,161438,Front Office,Chef,Evening,108061.36
241821,160108,Front Office,Executive,Evening,101567.53
241822,161858,Food & Beverage,Associate,Night,139137.95
241823,161355,Sales,Chef,Night,93592.3
241824,160126,Front Office,Executive,Evening,155483.52
241825,160067,Food & Beverage,Executive,Morning,138606.66
241826,160121,Food & Beverage,Executive,Morning,106673.22
241827,161837,Food & Beverage,Executive,Evening,118907.0
241828,160781,Housekeeping,Associate,Evening,73066.59
241829,160842,Housekeeping,Manager,Night,134161.41
241830,161965,Housekeeping,Manager,Evening,165064.63
241831,160714,Food & Beverage,Associate,Morning,106232.84
241832,161363,Maintenance,Associate,Night,165521.14
241833,161313,Housekeeping,Supervisor,Night,49791.74
241834,161676,Sales,Executive,Morning,162534.88
241835,161852,Housekeeping,Manager,Evening,109824.69
241836,161656,Housekeeping,Executive,Evening,155576.69
241837,161361,Housekeeping,Executive,Morning,130152.65
241838,161712,Sales,Associate,Morning,139227.4
241839,161833,Maintenance,Manager,Night,153247.29
241840,160432,Food & Beverage,Supervisor,Evening,95604.83
241841,161429,Front Office,Technician,Night,84676.19
241842,160697,Maintenance,Manager,Evening,93134.7
241843,161420,Front Office,Manager,Night,112990.45
241844,161555,Housekeeping,Associate,Morning,166285.7
241845,161858,Sales,Technician,Morning,38087.56
241846,161471,Housekeeping,Manager,Evening,144559.29
241847,160880,Housekeeping,Manager,Night,94147.31
241848,161998,Maintenance,Manager,Night,95443.01
241849,161635,Maintenance,Chef,Morning,124755.18
241850,160063,Sales,Supervisor,Evening,149174.53
241851,160956,Front Office,Technician,Morning,29179.05
241852,161556,Front Office,Technician,Night,55103.3
241853,161982,Housekeeping,Supervisor,Night,134751.45
241854,161019,Food & Beverage,Manager,Night,42718.39
241855,161163,Food & Beverage,Manager,Morning,123562.78
241856,160519,Front Office,Chef,Night,106293.23
241857,161704,Front Office,Technician,Morning,52693.89
241858,161115,Front Office,Associate,Morning,99711.11
241859,161526,Housekeeping,Supervisor,Night,139867.58
241860,160923,Housekeeping,Associate,Evening,132916.82
241861,161739,Sales,Associate,Evening,112906.12
241862,160218,Front Office,Chef,Morning,19281.33
241863,161235,Front Office,Associate,Morning,112136.87
241864,160069,Maintenance,Supervisor,Evening,89020.5
241865,161981,Maintenance,Chef,Night,32833.64
241866,161026,Maintenance,Associate,Morning,87602.42
241867,160280,Maintenance,Technician,Evening,49354.24
241868,160379,Front Office,Manager,Evening,66562.68
241869,161682,Sales,Supervisor,Morning,138827.56
241870,160459,Sales,Technician,Night,111935.83
241871,160487,Maintenance,Executive,Evening,104153.3
241872,161177,Front Office,Manager,Evening,37304.35
241873,161100,Sales,Associate,Night,161815.75
241874,160778,Sales,Technician,Night,144437.24
241875,161717,Maintenance,Chef,Morning,23902.56
241876,161101,Front Office,Manager,Morning,160424.76
241877,161206,Food & Beverage,Technician,Night,101286.19
241878,160205,Front Office,Technician,Evening,164886.74
241879,160867,Housekeeping,Associate,Morning,152396.38
241880,160970,Maintenance,Manager,Evening,39110.46
241881,161225,Maintenance,Technician,Night,39234.51
241882,161844,Sales,Supervisor,Morning,111166.56
241883,161528,Housekeeping,Chef,Morning,156122.1
241884,161869,Sales,Technician,Evening,37616.71
241885,161190,Front Office,Manager,Evening,178250.98
241886,161289,Food & Beverage,Supervisor,Morning,122831.71
241887,161016,Housekeeping,Manager,Night,144116.06
241888,160004,Maintenance,Executive,Evening,32239.82
241889,161638,Maintenance,Supervisor,Night,69942.03
241890,160975,Food & Beverage,Associate,Morning,127773.2
241891,161538,Front Office,Manager,Night,91797.96
241892,160473,Sales,Chef,Evening,142070.08
241893,160831,Housekeeping,Executive,Night,159681.22
241894,160427,Maintenance,Supervisor,Evening,85705.83
241895,160323,Front Office,Supervisor,Evening,160886.07
241896,160773,Housekeeping,Chef,Morning,137803.37
241897,160736,Sales,Technician,Evening,49944.47
241898,161757,Food & Beverage,Manager,Evening,74958.08
241899,160990,Housekeeping,Manager,Evening,26095.76
241900,160594,Front Office,Supervisor,Evening,117812.16
241901,160710,Maintenance,Chef,Evening,93049.79
241902,160709,Sales,Supervisor,Morning,136304.89
241903,160642,Front Office,Associate,Evening,165552.88
241904,160941,Food & Beverage,Supervisor,Morning,144979.44
241905,161839,Maintenance,Supervisor,Morning,101824.09
241906,161197,Front Office,Manager,Morning,157783.25
241907,161496,Food & Beverage,Associate,Evening,107314.44
241908,161109,Housekeeping,Manager,Evening,108637.2
241909,160429,Maintenance,Technician,Night,107539.55
241910,161260,Front Office,Executive,Night,66548.78
241911,161428,Maintenance,Manager,Evening,174878.36
241912,161253,Food & Beverage,Executive,Morning,86720.83
241913,161349,Food & Beverage,Manager,Night,22396.03
